,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,https://tripadvisor.com
61,Alexander the Great Greek Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly'",62,4.5,$$ - $$$,592,"'Best food in Athens hands down!', 'Great!!', '01/08/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d1076442-Reviews-Alexander_the_Great_Greek_Restaurant-Athens_Attica.html
62,Nikitas,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",63,4.5,$,214,"'Amazing local food for a good price', 'well used by local people', '12/23/2017', '12/10/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3322345-Reviews-Nikitas-Athens_Attica.html
63,BeerTime,Athens,"'Greek', 'Bar', 'Pub', 'Brew Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",64,4.5,$$ - $$$,457,"'Smoking inside is allowed', 'Beer visit', '01/05/2018', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3621711-Reviews-BeerTime-Athens_Attica.html
64,Indian Chef,Athens,"'Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",65,4.5,$$ - $$$,503,"'Delicious Indian Food', 'Hidden gem for Indian cusinie', '01/07/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d6833928-Reviews-Indian_Chef-Athens_Attica.html
65,Agora Restaurant-Bar,Athens,"'Seafood', 'Grill', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",66,4.5,$$ - $$$,487,"'Excellent Restaurant', 'girly outing', '12/10/2017', '11/20/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d695881-Reviews-Agora_Restaurant_Bar-Athens_Attica.html
66,Smile Cafe Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",67,4.5,$,1915,"'Delicious food', 'A totally fine restaurant', '01/09/2018', '01/01/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d1902225-Reviews-Smile_Cafe_Restaurant-Athens_Attica.html
67,Dionysos Zonar's,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",68,4.5,$$$$,1161,"'Spectacular view with excellent food', 'grand food with views to match', '01/05/2018', '01/04/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d1061815-Reviews-Dionysos_Zonar_s-Athens_Attica.html
68,Strofi,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",69,4.5,$$ - $$$,2148,"'Amazing food and amazing service', 'A wonderful meal with a wonderful view', '01/04/2018', '12/31/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1045580-Reviews-Strofi-Athens_Attica.html
69,Diodos Archaias Agoras,Athens,"'Seafood', 'Diner', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",70,4.5,$$ - $$$,534,"'Amazing', 'Delicious Traditional Greek Food!', '01/05/2018', '12/27/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1076890-Reviews-Diodos_Archaias_Agoras-Athens_Attica.html
70,Athens Beer Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",71,4.5,$$ - $$$,745,"'Athens Beer Restaurnt', 'Reasonably priced, good beer and and many...', '01/04/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d4834389-Reviews-Athens_Beer_Restaurant-Athens_Attica.html
71,Agora Select Restaurant,Athens,"'Mediterranean', 'European', 'Greek', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",72,4.5,$$ - $$$,406,"'Appetisers or Main course?', 'A busy buzzing place', '12/26/2017', '12/20/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d946894-Reviews-Agora_Select_Restaurant-Athens_Attica.html
72,Tzitzikas kai Mermigas,Athens,"'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",73,4,$$ - $$$,1313,"'Fantastic Food Great Prices', 'Ideal for a meal brake from the city tour', '01/07/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d799151-Reviews-Tzitzikas_kai_Mermigas-Athens_Attica.html
73,Kalamaki Bar,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",74,4.5,$,302,"'Excellent Lunch With Family', 'Classy but Simple', '01/06/2018', '01/04/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d3135302-Reviews-Kalamaki_Bar-Athens_Attica.html
74,To Krasopoulio Tou Kokkora,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",75,4.5,$$ - $$$,441,"'Yummy!', 'Traditional Tastes Different', '01/07/2018', '12/31/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4004713-Reviews-To_Krasopoulio_Tou_Kokkora-Athens_Attica.html
75,Gods' Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",76,4,$$ - $$$,1327,"'Family Owned', 'Great greek tomato and cheese salad', '01/05/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d1724517-Reviews-Gods_Restaurant-Athens_Attica.html
76,Melilotos,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",77,4.5,$$ - $$$,740,"'A nice place to eat at the center of Athen...', 'Good place for dinner', '01/03/2018', '12/06/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2369060-Reviews-Melilotos-Athens_Attica.html
77,Kanella,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",78,4.5,$$ - $$$,310,"'It is okay', 'Recommended!', '01/07/2018', '12/15/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d794340-Reviews-Kanella-Athens_Attica.html
78,To Paradosiako (Evgenia),Athens,"'Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options'",79,4.5,$,820,"'To Paradosiako (Evgenia) / Athens', 'Traditional Greek dishes', '01/04/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1789154-Reviews-To_Paradosiako_Evgenia-Athens_Attica.html
79,Baba Au Rum,Athens,,80,4.5,,238,"'A descent water hole', 'Crazily Good', '01/05/2018', '01/04/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d3935959-Reviews-Baba_Au_Rum-Athens_Attica.html
80,Mono Restaurant,Athens,"'Mediterranean', 'European', 'Greek', 'Vegan Options', 'Gluten Free Options'",81,4.5,$$ - $$$,663,"'Mono Restaurant / Athens', 'must visit!', '01/05/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d2275336-Reviews-Mono_Restaurant-Athens_Attica.html
81,Vassilenas,Athens,"'Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options'",82,4.5,$$$$,327,"'Excellent', 'Great experience', '01/04/2018', '12/02/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1641027-Reviews-Vassilenas-Athens_Attica.html
82,Rozalia,Athens,"'Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",83,4,$$ - $$$,705,"'Nice place in Exarheia', 'Ecellent choice of typical food and uncomm...', '01/02/2018', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d814501-Reviews-Rozalia-Athens_Attica.html
83,Trata Fish Tavern,Athens,"'Seafood', 'Mediterranean', 'Greek', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options'",84,4.5,$$ - $$$,215,"'Fantastic Place!!!', 'Nice seafood experience', '12/15/2017', '11/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2580508-Reviews-Trata_Fish_Tavern-Athens_Attica.html
84,360 Degrees,Athens,"'Cafe', 'Vegetarian Friendly', 'Vegan Options'",85,4,$$ - $$$,1085,"'Fancy Roof Top', 'Excellent location!', '01/08/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3694462-Reviews-360_Degrees-Athens_Attica.html
85,Ellevoro,Athens,"'Greek', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",86,4.5,$$ - $$$,115,"'great food, great interior, polite staff', 'The greater food, the warmest environment...', '01/03/2018', '12/10/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d11917392-Reviews-Ellevoro-Athens_Attica.html
86,Electra Roof Garden Restaurant,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly'",87,4.5,$$$$,345,"'Elegant Dining with an unbelievable view!', 'The food was good enough to match the spec...', '01/07/2018', '01/04/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d2587968-Reviews-Electra_Roof_Garden_Restaurant-Athens_Attica.html
87,"Oinomageirion Rakadiko ""I Kriti""",Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",88,4.5,$$ - $$$,433,"'Fantastic!', 'Nice way to enjoy typical food from Crete', '12/19/2017', '11/21/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3632582-Reviews-Oinomageirion_Rakadiko_I_Kriti-Athens_Attica.html
88,Basegrill Athens,Athens,"'Steakhouse', 'Barbecue', 'Greek', 'Gluten Free Options'",89,4,$$ - $$$,658,"'Must visit', 'Total respect for the meat', '10/16/2017', '09/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2480374-Reviews-Basegrill_Athens-Athens_Attica.html
89,Kuzina,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",90,4,$$ - $$$,1385,"'Cuisine Grecque revisitée', 'Refreshing and Tasty', '01/06/2018', '11/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1092052-Reviews-Kuzina-Athens_Attica.html
90,By The Glass wine bar & bistrot,Athens,"'International', 'Greek', 'Wine Bar', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",91,4,$$ - $$$,442,"'Worth a visit', 'Nice bistro', '01/07/2018', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3825081-Reviews-By_The_Glass_wine_bar_bistrot-Athens_Attica.html
91,CTC,Athens,"'Mediterranean', 'European', 'Greek', 'Seafood', 'Vegetarian Friendly', 'Vegan Options'",92,5,$$$$,135,"'Alex the genius', 'Simply excellent', '11/15/2017', '11/04/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d8141254-Reviews-CTC-Athens_Attica.html
92,Abibayio,Athens,"'Mediterranean', 'Greek', 'Seafood', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options'",93,4.5,$$ - $$$,178,"'Good food..friendly staff!!', 'best seafood in athens', '01/06/2018', '11/21/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3820482-Reviews-Abibayio-Athens_Attica.html
93,Klimataria,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",94,4.5,$$ - $$$,788,"'Great Taverna in Athens', 'Reserve in advance and enjoy', '01/06/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d951245-Reviews-Klimataria-Athens_Attica.html
94,Taverna Saita,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",95,4.5,$$ - $$$,280,"'A warm and cozy restaurant', 'Great experience!', '12/31/2017', '12/10/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1758185-Reviews-Taverna_Saita-Athens_Attica.html
95,O Thanasis,Athens,"'Mediterranean', 'Barbecue', 'Greek', 'Vegetarian Friendly'",96,4,$,3441,"'Tasty souvlakis and kebabs!!!', 'Cheap good food', '01/02/2018', '12/03/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d929471-Reviews-O_Thanasis-Athens_Attica.html
96,Savvas,Athens,"'Fast Food', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",97,4,$,751,"""New Year's Lunch"", 'One of the best kebab in the town', '01/09/2018', '12/31/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3579028-Reviews-Savvas-Athens_Attica.html
97,Cafe Avissinia,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",98,4,$$ - $$$,575,"'Magic moments', 'Authentic Greek place', '12/27/2017', '11/21/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1911009-Reviews-Cafe_Avissinia-Athens_Attica.html
98,Taverna Aris,Athens,"'Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",99,4.5,$,193,"'Excellent, honest food.', 'Best Octopus ever!', '12/30/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4761142-Reviews-Taverna_Aris-Athens_Attica.html
99,Ydria,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",100,4,$$ - $$$,795,"'I came for a coffee refill and I liked it', 'Stumbled across this find', '01/06/2018', '12/24/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d739498-Reviews-Ydria-Athens_Attica.html
100,Hard Rock Cafe Athens,Athens,"'Diner', 'American', 'Bar', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",101,4,$$ - $$$,495,"""Well...the New Years Eve 'Buffet' menu...d..."", 'Nice place to visit', '01/05/2018', '01/01/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d7786368-Reviews-Hard_Rock_Cafe_Athens-Athens_Attica.html
101,Elaea Mezedadiko,Athens,"'Seafood', 'Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",102,4.5,$$ - $$$,196,"'You feel really welcome there...', 'Feels like(Greece) home', '01/05/2018', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10587843-Reviews-Elaea_Mezedadiko-Athens_Attica.html
102,The Athens Gate Restaurant,Athens,"'Mediterranean', 'Greek', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",103,4.5,$$ - $$$,410,"'GREAT view, good food', 'Wow What an outlook', '12/27/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1942851-Reviews-The_Athens_Gate_Restaurant-Athens_Attica.html
103,Belpaese,Athens,"'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options'",104,4.5,$$ - $$$,331,"'Nice Roman trattoria near the Acropolis', 'Excellent', '12/21/2017', '12/15/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3323606-Reviews-Belpaese-Athens_Attica.html
104,Galaxy Restaurant & Bar,Athens,"'Bar', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options'",105,4,$$$$,656,"'Amazing roof top!', 'Great view from the outside terrace', '11/25/2017', '11/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d866612-Reviews-Galaxy_Restaurant_Bar-Athens_Attica.html
105,Collage,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",106,4,$$ - $$$,322,"'Ambient bar', 'Nice chill place, we enjoyed our late lunc...', '01/10/2018', '11/07/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d5498868-Reviews-Collage-Athens_Attica.html
106,Hytra,Athens,"'Greek', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",107,4,$$$$,427,"'Greek ingredients, international style tas...', 'Very good food - excellent service.', '01/07/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d3709153-Reviews-Hytra-Athens_Attica.html
107,Vezene,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Gluten Free Options'",108,4.5,$$$$,529,"'Dinner', 'Fine dining, excellent quality', '01/09/2018', '01/09/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d2166597-Reviews-Vezene-Athens_Attica.html
108,Scholarchio Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",109,4,$$ - $$$,1012,"'An authentic Experience', 'Good traditional food in rustic and family...', '01/03/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d938753-Reviews-Scholarchio_Restaurant-Athens_Attica.html
109,Filema Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",110,4.5,$$ - $$$,268,"'Great food', 'Excellent food, polite staff, central loca...', '01/09/2018', '01/08/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d3728594-Reviews-Filema_Restaurant-Athens_Attica.html
110,Thea Terrace Bar,Athens,'Bar',111,4.5,$$ - $$$,232,"'excellent views of the Acroplis , made eve...', 'wonderful view', '01/04/2018', '11/27/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3709146-Reviews-Thea_Terrace_Bar-Athens_Attica.html
111,Myrtia,Athens,"'Mediterranean', 'Barbecue', 'Greek'",112,4.5,$$ - $$$,258,"'Deserves the 5*', 'A lot of good food, at very decent prices', '12/29/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d945682-Reviews-Myrtia-Athens_Attica.html
112,Mama Roux,Athens,"'Mexican', 'Arabic', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",113,4,$$ - $$$,528,"'Pretty lovely', 'We had a fun night out', '01/02/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2524643-Reviews-Mama_Roux-Athens_Attica.html
113,Couleur Locale,Athens,"'Bar', 'Greek', 'Wine Bar', 'Vegan Options'",114,4.5,$$ - $$$,158,"'Awesome view', 'Great view of Acropolis', '12/23/2017', '11/16/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7349491-Reviews-Couleur_Locale-Athens_Attica.html
114,Zorbas,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",115,4,$$ - $$$,363,"'Great traditional food!', 'No nonsense Greek restaurant', '12/25/2017', '11/09/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3626440-Reviews-Zorbas-Athens_Attica.html
115,Sardelles,Athens,"'Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly'",116,4.5,$$ - $$$,284,"'Loved it!', 'Amazing Greek seafood restaurant', '11/15/2017', '10/20/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d695957-Reviews-Sardelles-Athens_Attica.html
116,Rakor,Athens,"'Mediterranean', 'Greek', 'Contemporary', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",117,4.5,$,155,"'5 star food', 'Excellent Tapas!', '01/07/2018', '11/23/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4591702-Reviews-Rakor-Athens_Attica.html
117,Yiantes,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",118,4.5,$$ - $$$,229,"'Great meal', 'One of the best', '11/14/2017', '10/21/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d824609-Reviews-Yiantes-Athens_Attica.html
118,Geros Tou Moria,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",119,4,$$ - $$$,324,"'Worth a stop but make a reservation for ev...', 'Great Dinner Spot after Visiting the Acrop...', '12/18/2017', '12/13/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1840495-Reviews-Geros_Tou_Moria-Athens_Attica.html
119,Zampano,Athens,"'Mediterranean', 'Greek', 'Wine Bar', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",120,4.5,$$ - $$$,186,"'Air of New York decor mixed with incredibl...', 'Christmas Dinner 2017', '12/30/2017', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d8714951-Reviews-Zampano-Athens_Attica.html
120,Anafiotika Cafe - Restaurant,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",121,4.5,$$ - $$$,666,"'One day trip', 'One Sunday Night', '01/08/2018', '11/28/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3582872-Reviews-Anafiotika_Cafe_Restaurant-Athens_Attica.html
121,ta5f Taverna,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",122,5,$,131,"'This place is a gem!', 'Like Eating with Family', '12/13/2017', '11/04/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d5312490-Reviews-Ta5f_Taverna-Athens_Attica.html
122,Telaro,Athens,"'Cafe', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options'",123,5,$$ - $$$,68,"'Perfect', 'Favourite Restaurant in Athens', '12/28/2017', '12/14/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10595742-Reviews-Telaro-Athens_Attica.html
123,Enastron,Athens,"'Grill', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",124,4.5,$$ - $$$,163,"'Magical dinner', 'Perfect in every way.', '11/13/2017', '09/23/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2579366-Reviews-Enastron-Athens_Attica.html
124,Cookoovaya,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",125,4,$$$$,576,"'Expected more', 'very good but', '12/29/2017', '11/04/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7349072-Reviews-Cookoovaya-Athens_Attica.html
125,Nerantzi,Athens,"'Pizza', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",126,4.5,$$ - $$$,131,"'Amazing restaurant', 'Oh my', '11/13/2017', '10/17/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10305539-Reviews-Nerantzi-Athens_Attica.html
126,Aiolou 68,Athens,"'Seafood', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly'",127,4.5,$$ - $$$,135,"'my favorite', 'Excellent fish and seafood choices', '01/08/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d9819228-Reviews-Aiolou_68-Athens_Attica.html
127,Kosta's Souvlaki,Athens,"'Fast Food', 'Mediterranean', 'Greek'",128,4.5,$,204,"'Excellent traditional Greek souvlaki', 'Wooow', '01/04/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d3518811-Reviews-Kosta_s_Souvlaki-Athens_Attica.html
128,Barbadimos Syntagma,Athens,"'Greek', 'Mediterranean', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",129,4.5,$$ - $$$,92,"'Holiday', 'Friendly staff and fresh, tasty food', '12/21/2017', '12/19/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d12641648-Reviews-Barbadimos_Syntagma-Athens_Attica.html
129,Lostre Kouzina,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",130,4.5,$$ - $$$,190,"'Authentic, really tasty (best tzatziki eve...', 'Really good authentic Greek food', '10/26/2017', '10/15/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d6765593-Reviews-Lostre_Kouzina-Athens_Attica.html
130,Yoleni's,Athens,"'Mediterranean', 'Greek', 'Delicatessen', 'Grill', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",131,4.5,$$ - $$$,162,"'Nice', 'Greek Gourmet', '01/01/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d11851409-Reviews-Yoleni_s-Athens_Attica.html
131,Noel,Athens,"'Italian', 'Bar', 'Cafe', 'Mediterranean', 'European', 'Wine Bar', 'Central European', 'Vegetarian Friendly', 'Vegan Options'",132,4,$$ - $$$,468,"'Nice ambiance, Good food, Mediocre Service', 'The decor and ambiance is great', '01/08/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g189400-d8310138-Reviews-Noel-Athens_Attica.html
132,East Pearl Chinese Restaurant,Athens,"'Chinese', 'Asian', 'Vegetarian Friendly'",133,4.5,$$ - $$$,199,"'Very good chinese food', 'Excellent Chinese Food in an upscale setti...', '12/21/2017', '11/30/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7250363-Reviews-East_Pearl_Chinese_Restaurant-Athens_Attica.html
133,Varka,Athens,"'Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",134,4.5,$$ - $$$,78,"'Great seafood', 'Very good', '01/01/2018', '11/21/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10543601-Reviews-Varka-Athens_Attica.html
134,Minnie The Moocher - Bar,Athens,"'Bar', 'Pizza', 'Cafe', 'Pub', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options'",135,4.5,$$ - $$$,162,"'must go', 'Nice experience', '12/28/2017', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4840484-Reviews-Minnie_The_Moocher_Bar-Athens_Attica.html
135,Pita Bar,Athens,"'Fast Food', 'Mediterranean', 'Greek', 'Grill', 'Vegetarian Friendly'",136,4.5,$,111,"'Best Pita Bar!', 'Delicious quick and cheap', '12/07/2017', '12/07/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d10080710-Reviews-Pita_Bar-Athens_Attica.html
136,Dia Tafta,Athens,"'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options'",137,4,$$ - $$$,487,"'Excellent but too loud!', 'Great little spot!', '11/18/2017', '10/29/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d1007962-Reviews-Dia_Tafta-Athens_Attica.html
137,Skyfall Cocktail & Food Bar,Athens,"'Bar', 'Mediterranean', 'Wine Bar', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",138,4.5,$$ - $$$,272,"'Wonderful NYE Celebration', 'coctails', '01/02/2018', '11/15/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d4722653-Reviews-Skyfall_Cocktail_Food_Bar-Athens_Attica.html
138,O Gyros pou Girevis,Athens,"'Fast Food', 'Mediterranean', 'Greek'",139,4.5,$,170,"'Nice food but expensive', 'Best street food', '01/04/2018', '12/16/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d7063152-Reviews-O_Gyros_pou_Girevis-Athens_Attica.html
139,Peacock Roof Garden,Athens,"'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly'",140,4.5,$$ - $$$,159,"'Great View', 'Dinner or just drinks, a great place for e...', '12/29/2017', '11/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d3709505-Reviews-Peacock_Roof_Garden-Athens_Attica.html
140,Sushimou,Athens,"'Sushi', 'Japanese', 'Seafood', 'Asian', 'Gluten Free Options'",141,5,$$ - $$$,116,"'Waouh', 'Great sushi with fresh fish', '12/22/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d8757660-Reviews-Sushimou-Athens_Attica.html
141,Antica Cafe restaurant,Athens,"'Mediterranean', 'Greek', 'International', 'Vegetarian Friendly', 'Vegan Options'",142,4,$$ - $$$,347,"'People watching - good for food or coffee', 'Lunch at the Agora Athens', '10/26/2017', '10/09/2017'",https://tripadvisor.com/Restaurant_Review-g189400-d2153299-Reviews-Antica_Cafe_restaurant-Athens_Attica.html
